hotel,meal,market_segment,distribution_channel,reserved_room_type,deposit_type,customer_type,year,month,day
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,0,3,2,1,0,0,0,12,5
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,12,8
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,0,3,2,1,0,1,0,12,8
0,2,2,2,1,0,0,0,12,8
0,2,2,2,1,0,0,0,12,8
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,4,5,2,1,0,2,0,11,24
0,4,5,2,1,0,2,0,11,24
0,4,5,2,1,0,2,0,11,24
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,3,2,1,0,0,0,11,27
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,11,24
0,4,5,2,1,0,2,0,11,24
0,4,5,2,1,0,2,0,11,24
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,2,0,0,5,0,0,0,12,8
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,11,24
0,4,5,2,1,0,2,0,11,24
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,1,5,2,1,3,0,0,11,19
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,0,5,2,1,0,2,0,11,30
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,12,8
0,4,5,2,1,0,2,0,11,24
0,0,2,2,1,0,0,0,11,26
0,2,3,2,3,0,0,0,12,8
0,0,2,2,2,0,0,0,11,17
0,0,2,2,2,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,2,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,1,0,0,0,11,17
0,0,2,2,2,0,0,0,11,17
0,0,2,2,3,0,0,0,12,10
0,0,3,2,3,0,0,0,12,8
0,0,3,2,2,0,0,0,11,13
0,0,2,2,1,0,0,0,11,2
0,0,2,2,1,0,0,0,11,13
0,0,2,2,3,0,0,2,1,5
0,2,2,2,5,0,0,0,12,10
0,0,2,2,1,0,0,0,12,11
0,0,3,2,1,0,2,0,12,13
0,0,3,2,1,0,2,0,12,13
0,0,3,2,1,0,2,0,12,13
0,2,3,2,1,0,0,0,12,17
0,0,3,2,1,0,2,0,12,13
0,0,3,2,1,0,2,0,12,13
0,0,2,2,1,0,0,0,12,15
0,0,2,2,3,0,0,0,12,16
0,2,3,2,2,0,0,0,12,19
0,0,2,2,1,0,0,0,12,19
0,0,2,2,1,0,0,0,7,30
0,0,3,2,1,0,0,0,12,17
0,0,2,2,2,0,0,0,11,24
0,0,2,2,1,0,0,0,12,19
0,0,2,2,1,0,0,0,12,15
0,0,3,2,1,0,0,0,12,18
0,0,3,2,1,0,0,0,12,18
0,0,2,2,2,0,0,0,12,26
0,0,2,2,2,0,0,0,9,14
0,0,3,2,2,0,0,0,12,27
0,0,3,2,3,0,0,2,1,5
0,0,3,2,3,0,0,0,10,21
0,0,2,2,1,0,0,0,12,18
0,0,2,2,3,0,0,0,12,19
0,0,3,2,1,0,0,0,12,22
0,0,2,2,3,0,0,0,12,23
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,1,5,0,1,3,0,0,11,9
0,0,2,2,2,0,0,0,12,22
0,0,3,2,3,0,0,0,12,23
0,0,2,2,1,0,0,0,8,31
0,0,2,2,2,0,0,0,10,26
0,0,2,2,1,0,0,0,4,4
0,0,2,2,1,0,0,0,7,4
0,0,2,2,1,0,0,0,10,31
0,0,2,2,1,0,0,0,7,4
0,0,2,2,1,0,0,0,10,31
0,0,2,2,2,0,0,0,8,24
0,0,2,2,1,0,0,0,12,24
0,0,2,2,1,0,0,0,8,31
0,0,2,2,1,0,0,0,8,31
0,2,2,2,1,0,0,0,12,27
0,2,3,2,1,0,0,0,12,27
0,2,3,2,2,0,1,0,12,16
0,0,2,2,3,0,0,0,12,29
0,0,2,2,2,0,0,0,9,21
0,0,2,2,1,0,0,0,9,21
0,0,2,2,2,0,0,0,11,16
0,0,2,2,2,0,0,0,9,21
0,0,2,2,2,0,0,0,11,16
0,0,2,2,1,0,0,0,9,21
0,0,2,2,0,0,0,0,9,22
0,0,2,2,1,0,0,0,12,28
0,0,2,2,6,0,0,0,12,20
0,0,3,2,3,0,0,0,10,29
0,0,3,2,3,0,0,0,12,27
0,0,2,2,1,0,0,0,11,24
0,0,0,0,1,0,0,0,12,29
0,2,3,2,1,0,2,0,12,29
0,0,2,2,1,0,0,0,12,26
0,2,3,2,1,0,0,0,12,29
0,2,3,2,1,0,2,0,12,2
0,2,3,2,1,0,2,0,12,29
0,2,3,2,1,0,2,0,12,29
0,2,3,2,1,0,2,0,12,2
0,0,3,2,1,0,0,0,12,29
0,2,3,2,1,0,2,0,12,29
0,2,3,2,1,0,0,0,12,29
0,2,3,2,1,0,2,0,12,2
0,2,3,2,1,0,2,0,12,2
0,2,5,2,1,0,2,0,12,29
0,2,3,2,3,0,2,0,12,29
0,2,3,2,1,0,2,0,12,2
0,2,3,2,1,0,2,0,12,2
0,2,3,2,1,0,0,0,12,22
0,2,3,2,1,0,2,0,12,29
0,2,3,2,1,0,2,0,12,2
0,2,3,2,1,0,2,0,12,2
0,2,3,2,1,0,2,0,12,2
0,2,3,2,2,0,2,0,12,29
0,2,3,2,2,0,2,0,12,29
0,0,2,2,1,0,0,0,12,26
0,2,2,2,3,0,0,0,12,27
0,2,2,2,5,0,0,0,12,23
0,2,2,2,5,0,0,0,12,23
0,0,2,2,3,0,0,0,12,28
0,0,2,2,1,0,0,0,12,29
0,0,3,2,2,0,0,0,12,29
0,0,2,2,3,0,0,0,10,28
0,2,3,2,1,0,0,0,12,30
0,0,2,2,1,0,0,0,12,29
0,0,3,2,1,0,0,0,12,30
0,0,2,2,3,0,0,2,1,2
0,0,0,0,1,0,0,0,12,26
0,0,0,0,1,0,0,0,12,26
0,0,0,0,1,0,0,0,12,26
0,0,2,2,1,0,0,0,12,26
0,0,0,0,1,0,2,0,12,27
0,0,0,0,0,0,2,0,12,27
0,0,0,0,2,0,2,0,12,27
0,0,0,0,4,0,2,0,12,27
0,2,3,2,1,0,0,0,12,27
0,0,0,0,4,0,0,0,12,16
0,0,3,2,1,0,0,0,12,31
0,0,2,2,4,0,2,0,12,31
0,0,2,2,4,0,0,0,12,31
0,0,3,2,1,0,0,0,12,31
0,0,2,2,1,0,2,0,12,31
0,2,3,2,1,0,0,0,12,31
0,0,2,2,1,0,0,0,9,4
0,0,2,2,2,0,0,2,1,1
0,0,2,2,4,0,0,0,10,5
0,0,2,2,1,0,0,0,9,7
0,0,0,0,0,0,0,0,10,6
0,0,2,2,1,0,0,0,12,27
0,0,2,2,1,0,0,0,12,28
0,0,2,2,1,3,0,0,12,25
0,0,2,2,3,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,3,3,0,0,12,25
0,0,2,2,3,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,3,3,0,0,12,25
0,0,2,2,6,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,2,2,1,3,0,0,12,25
0,0,3,2,1,0,0,0,12,28
0,0,2,2,1,0,0,0,10,30
0,0,2,2,1,0,0,0,10,30
0,0,2,2,1,0,0,0,10,30
0,0,3,2,1,0,0,0,12,28
0,0,3,2,1,0,0,0,12,28
0,0,3,2,1,0,0,0,12,30
0,0,2,2,1,0,0,0,9,28
0,0,2,2,1,0,0,0,12,31
0,0,2,2,4,0,0,2,1,1
0,0,0,0,0,0,0,0,12,26
0,0,3,2,2,0,1,2,1,1
0,0,2,2,3,0,0,0,6,2
0,0,2,2,1,0,0,0,10,29
0,0,2,2,1,0,0,0,5,27
0,0,2,2,1,0,0,0,12,10
0,0,2,2,3,0,0,2,1,5
0,0,2,2,1,0,0,0,12,29
0,2,0,0,1,0,0,0,12,27
0,0,2,2,1,0,0,0,12,29
0,0,0,0,5,0,0,0,12,22
0,0,2,2,3,0,0,0,10,12
0,0,2,2,1,0,0,0,10,26
0,0,2,2,1,0,0,0,12,28
0,0,2,2,1,0,0,0,12,27
0,0,2,2,1,0,0,0,12,28
0,0,2,2,1,0,0,0,12,10
0,0,2,2,1,0,0,0,12,1
0,0,2,2,6,0,0,0,10,19
0,0,0,0,3,0,0,2,1,2
0,0,2,2,6,0,0,0,9,22
0,0,3,2,1,0,2,2,1,3
0,0,3,2,1,0,2,2,1,3
0,0,2,2,4,0,0,2,1,4
0,0,2,2,1,0,0,0,11,17
0,2,3,2,3,0,0,2,1,11
0,0,0,0,2,0,0,0,12,26
0,0,2,2,2,0,0,2,1,1
0,0,2,2,3,0,0,2,1,1
0,0,2,2,1,0,0,0,12,4
0,0,2,2,3,0,0,2,1,7
0,0,2,2,2,0,0,0,9,25
0,2,0,0,1,0,0,2,1,2
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,0,2,2,3,0,0,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,0,12,21
0,2,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,0,2,2,2,0,0,0,12,15
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,0,2,2,3,0,0,2,1,3
0,0,0,0,1,0,0,0,12,22
0,0,0,0,1,0,0,0,12,22
0,0,3,2,0,0,0,2,1,2
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,0,12,21
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,2,2,1,3
0,4,5,2,1,0,0,2,1,3
0,4,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,2,1,3
0,2,5,2,1,0,2,2,1,3
0,0,2,2,6,0,0,0,12,15
0,0,2,2,2,0,0,0,12,25
0,0,2,2,6,0,0,0,11,11
0,0,0,0,2,0,0,0,12,23
0,2,0,0,3,0,0,2,1,1
0,2,0,0,5,0,0,0,10,27
0,0,0,0,1,0,0,2,1,2
0,0,0,0,3,0,0,0,12,19
0,0,2,2,1,0,0,2,1,2
0,2,2,2,4,0,0,2,1,2
0,0,2,2,4,0,0,0,7,23
0,0,0,0,1,0,0,2,1,2
0,0,0,0,2,0,0,2,1,3
0,0,2,2,3,0,0,0,11,2
0,0,3,2,2,0,0,2,1,3
0,0,2,2,1,0,0,2,1,3
0,0,2,2,3,0,0,0,10,1
0,0,2,2,2,0,0,0,10,29
0,0,2,2,2,0,0,0,10,29
0,0,0,0,0,0,0,0,11,17
0,0,2,2,2,0,0,0,12,20
0,0,0,0,2,0,0,2,1,3
0,0,3,2,2,0,0,0,11,17
0,0,0,0,3,0,0,2,1,3
0,0,0,0,2,0,0,2,1,3
0,0,0,0,2,0,0,2,1,3
0,2,3,2,1,0,2,2,1,7
0,2,3,2,1,0,2,2,1,7
0,2,3,2,1,0,2,2,1,7
0,0,2,2,3,0,0,0,10,3
0,0,2,2,1,0,2,2,1,2
0,0,2,2,6,0,2,2,1,2
0,0,2,2,2,0,0,2,1,1
0,2,2,2,1,0,0,2,1,3
0,0,2,2,4,0,0,0,12,22
0,0,2,2,1,0,0,0,12,20
0,2,2,2,1,0,0,2,1,3
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,2,5,0,1,3,0,0,11,16
0,0,2,2,2,0,0,2,1,9
0,0,2,2,1,0,0,0,12,12
0,0,2,2,3,0,0,0,12,26
0,0,2,2,1,0,0,2,1,4
0,0,2,2,3,0,0,2,1,4
0,2,5,1,1,0,2,0,12,30
0,2,5,1,1,0,2,0,12,30
0,2,5,1,1,0,2,0,12,30
0,2,5,1,1,0,2,0,12,30
0,2,5,1,1,0,2,0,12,30
0,0,2,2,3,0,0,0,12,26
0,0,2,2,3,0,0,0,11,17
0,0,2,2,1,0,0,0,12,26
0,0,2,2,1,0,0,0,9,14
0,4,3,2,1,0,0,0,12,29
0,2,2,2,1,0,0,2,1,7
0,0,2,2,2,0,0,2,1,10
0,0,2,2,2,0,0,2,1,10
0,0,0,0,3,0,0,0,11,12
0,0,0,0,4,0,0,0,11,12
0,0,2,2,1,0,0,2,1,7
0,0,2,2,1,0,0,0,9,5
0,0,3,2,1,0,0,0,6,26
0,2,3,2,1,0,0,0,11,26
0,0,2,2,1,0,0,0,12,28
0,0,2,2,1,0,0,0,12,28
0,0,2,2,1,0,0,2,1,8
0,0,3,2,1,0,0,2,1,10
0,0,2,2,3,0,0,2,1,4
0,0,3,2,1,0,0,2,1,8
0,0,2,2,3,0,0,2,1,6
0,0,2,2,1,0,0,2,1,6
0,0,3,2,2,0,0,2,1,12
0,0,2,2,3,0,0,2,1,13
0,0,2,2,3,0,0,0,9,21
0,0,2,2,1,0,0,2,1,8
0,0,2,2,2,0,0,2,1,5
0,0,2,2,1,0,0,2,1,8
0,0,2,2,2,0,0,2,1,5
0,0,2,2,1,0,0,0,10,5
0,0,2,2,1,0,0,0,12,30
0,0,2,2,4,0,0,0,10,5
0,0,3,2,1,0,0,2,1,23
0,0,2,2,1,0,0,0,9,4
0,0,2,2,1,0,0,2,1,6
0,0,0,0,1,0,0,2,1,12
0,0,2,2,2,0,0,0,10,28
0,0,2,2,2,0,0,2,1,12
0,0,3,2,1,0,1,2,2,9
0,0,3,2,1,0,0,0,9,12
0,0,3,2,1,0,0,0,12,4
0,0,2,2,2,0,0,2,1,13
0,0,2,2,1,0,0,2,1,8
0,0,2,2,1,0,0,2,1,8
0,0,2,2,1,0,0,2,1,8
0,0,0,0,3,0,0,2,1,15
0,0,0,0,1,0,2,2,1,15
0,0,2,2,2,0,0,0,12,26
0,0,2,2,3,0,0,2,1,16
0,2,2,2,2,0,0,2,1,15
0,2,2,2,1,0,0,0,9,21
0,0,2,2,1,0,0,2,1,17
0,0,4,2,5,0,0,2,1,7
0,0,2,2,2,0,0,0,12,26
0,0,2,2,1,0,0,2,1,19
0,0,1,1,1,0,0,2,1,18
0,0,2,2,2,0,0,0,12,26
0,0,2,2,2,0,0,0,12,29
0,0,3,2,1,0,2,2,1,21
0,2,2,2,3,0,0,2,1,24
0,0,3,2,1,0,2,2,1,21
0,0,0,0,3,0,0,2,1,22
0,0,2,2,2,0,0,2,1,22
0,0,2,2,1,0,0,2,1,23
0,2,2,2,3,0,0,2,1,23
0,2,2,2,1,0,0,0,8,10
0,0,0,0,3,0,0,2,1,18
0,0,2,2,3,0,0,2,1,29
0,0,2,2,1,0,0,2,1,27
0,0,1,1,1,0,0,2,1,25
0,0,3,2,2,0,0,2,3,8
0,0,2,2,1,0,0,2,1,27
0,0,1,1,1,0,0,2,1,26
0,0,2,2,1,0,0,2,1,16
0,0,1,1,1,0,0,2,1,26
0,0,2,2,1,0,0,0,12,26
0,0,2,2,1,0,0,2,1,20
0,0,2,2,1,0,0,2,1,20
0,0,2,2,1,0,0,0,7,28
0,0,0,0,4,0,0,2,1,30
0,2,3,2,1,0,0,2,1,7
0,2,2,2,5,0,0,2,1,5
0,0,2,2,1,0,0,2,1,18
0,0,2,2,3,0,0,2,1,11
0,0,1,1,1,0,2,2,2,1
0,0,1,1,1,0,2,2,2,1
0,0,1,1,1,0,0,2,2,2
0,0,0,0,3,0,0,2,1,27
0,0,1,1,1,0,0,2,1,25
0,0,2,2,2,0,0,2,1,11
0,0,2,2,1,0,0,2,2,8
0,0,2,2,1,0,0,0,11,11
0,0,3,2,1,0,0,2,1,21
0,0,2,2,3,0,0,2,1,30
0,0,0,0,5,0,0,2,2,7
0,0,0,0,5,0,0,0,10,26
0,0,3,2,5,0,0,2,2,7
0,2,3,2,1,0,0,2,1,12
0,0,0,0,1,0,2,2,1,15
0,0,0,0,1,0,2,2,1,15
0,0,2,2,1,0,0,2,1,18
0,0,2,2,3,0,0,2,1,20
0,0,2,2,1,0,0,2,1,19
0,0,2,2,4,0,0,2,1,11
0,0,2,2,4,0,0,2,1,9
0,0,2,2,1,0,0,0,12,25
0,0,2,2,1,0,0,2,1,28
0,0,3,2,1,0,0,2,2,5
0,0,2,2,1,0,0,2,2,3
0,0,3,2,1,0,2,2,2,9
0,0,3,2,1,0,2,2,2,9
0,0,2,2,1,0,0,2,1,26
0,0,2,2,1,0,0,2,1,26
0,2,3,2,3,0,0,2,2,13
0,0,2,2,1,0,0,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,0,2,2,0,0,0,2,1,25
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,0,2,2,6,0,0,2,1,18
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,5,0,2,0,2,2,1,19
0,2,2,2,1,0,0,2,1,4
0,0,3,2,1,0,0,2,2,10
0,0,3,2,1,0,0,2,2,10
0,2,2,2,1,0,0,2,1,18
0,0,2,2,3,0,0,2,2,13
0,0,2,2,3,0,0,2,1,4
0,0,3,2,1,0,0,2,2,2
0,0,0,0,1,0,0,2,2,4
0,0,2,2,2,0,0,0,11,11
0,0,2,2,2,0,0,2,2,10
0,0,2,2,2,0,0,2,2,10
0,2,5,2,1,0,2,2,2,2
0,2,5,2,1,0,2,2,2,2
0,2,5,2,1,0,2,2,2,2
0,2,5,2,1,0,2,2,2,2
0,2,5,2,1,0,2,2,2,2
0,2,5,2,1,0,2,2,2,2
0,0,2,2,4,0,0,2,2,8
0,0,2,2,2,0,0,2,2,12
0,0,2,2,2,0,0,2,2,12
0,0,2,2,3,0,0,2,1,12
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,0,2,2,11
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,1,16
0,2,5,2,1,0,2,2,2,11
0,2,5,2,1,0,2,2,2,11
0,0,3,2,1,0,0,0,9,12
0,0,3,2,1,0,0,2,2,11
0,0,2,2,3,0,0,2,2,12
0,0,2,2,3,0,0,2,2,13
0,2,3,2,1,0,0,2,1,27
0,2,3,2,1,0,0,2,1,27
0,0,2,2,1,0,0,2,2,16
0,0,3,2,1,0,0,2,2,4
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,0,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,2,2,6,0,0,2,2,11
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,3,2,3,0,0,2,2,16
0,0,3,2,3,0,0,2,2,11
0,0,5,2,1,3,0,0,12,30
0,0,5,2,1,3,0,0,12,30
0,0,3,2,2,0,0,2,2,12
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,0,2,2,1,0,0,2,1,20
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,1,5,2,1,0,2,2,2,10
0,1,5,2,1,0,2,2,2,10
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,1,5,2,1,0,2,2,2,10
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,0,2,2,2,5
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,4,5,2,1,0,2,2,2,14
0,4,5,2,1,0,2,2,2,14
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,0,2,2,2,5
0,0,2,2,1,0,0,2,2,2
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,2,5,2,1,3,0,0,12,11
0,1,5,2,1,0,2,2,2,5
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
0,1,5,2,1,3,0,2,1,26
